Observatory,Data_year,agglomeration,Zone_complementaire,Type_habitat,epoque_construction_homogene,anciennete_locataire_homogene,nombre_pieces_homogene,loyer_1_decile,loyer_1_quartile,loyer_median,loyer_3_quartile,loyer_9_decile,loyer_moyen,loyer_mensuel_1_decile,loyer_mensuel_1_quartile,loyer_mensuel_median,loyer_mensuel_3_quartile,loyer_mensuel_9_decile,moyenne_loyer_mensuel,surface_moyenne,nombre_observations,nombre_logements,methodologie_production
B2900,2022,Agglomération de Brest,,Appartement,4. Entre 1991-2005,,Appart 1P,117,124,140,181,194,141,280,300,325,350,350,321,23,230,965,Estimation directe
B2900,2022,Agglomération de Brest,,Appartement,4. Entre 1991-2005,,Appart 2P,88,98,102,114,137,103,342,342,420,460,490,416,40,154,1450,Estimation directe
B2900,2022,Agglomération de Brest,,Appartement,4. Entre 1991-2005,,Appart 3P,66,70,82,82,97,79,525,530,555,601,630,565,71,65,750,Estimation directe
B2900,2022,Agglomération de Brest,,Appartement,4. Entre 1991-2005,,Appart 4P+,,,,,,,,,,,,,,25,,Estimation directe
B2900,2022,Agglomération de Brest,,Appartement,4. Entre 1991-2005,1. Moins de 1 an,,92,114,130,181,194,122,300,325,330,385,550,377,31,166,,Estimation directe
B2900,2022,Agglomération de Brest,,Appartement,4. Entre 1991-2005,2. 1 an et plus,,70,82,98,114,137,92,306,342,439,530,623,454,49,308,,Estimation directe
B2900,2022,Agglomération de Brest,,Appartement,5. Après 2005,,,82,89,92,101,110,93,405,447,508,580,636,524,56,874,2711,Estimation directe
B2900,2022,Agglomération de Brest,,Appartement,5. Après 2005,,Appart 1P,98,105,117,119,133,113,299,331,370,370,428,360,32,74,232,Estimation directe
B2900,2022,Agglomération de Brest,,Appartement,5. Après 2005,,Appart 2P,82,91,100,106,112,97,391,410,450,475,500,444,46,447,1294,Estimation directe
B2900,2022,Agglomération de Brest,,Appartement,5. Après 2005,,Appart 3P,84,89,91,92,98,90,508,560,580,599,635,576,64,294,929,Estimation directe
B2900,2022,Agglomération de Brest,,Appartement,5. Après 2005,,Appart 4P+,76,82,88,100,100,89,611,682,770,770,800,732,82,59,256,Estimation directe
B2900,2022,Agglomération de Brest,,Appartement,5. Après 2005,1. Moins de 1 an,,84,89,92,100,110,93,420,469,580,620,635,556,59,274,,Estimation directe
B2900,2022,Agglomération de Brest,,Appartement,5. Après 2005,2. 1 an et plus,,82,89,92,101,110,93,387,440,490,572,642,508,55,600,,Estimation directe
B3000,2022,Agglomération de Nîmes,,,,,,74,85,98,113,131,94,393,470,571,720,900,612,65,8038,35287,Estimation directe
B3000,2022,Agglomération de Nîmes,,,,,Maison 1-3P,71,80,100,117,135,95,490,550,620,720,808,645,68,253,3024,Estimation directe
B3000,2022,Agglomération de Nîmes,,,,,Ensemble 4P+,67,77,88,96,107,86,570,680,813,930,1050,823,96,1322,9934,Estimation directe
B3000,2022,Agglomération de Nîmes,,,,,Maison 4P+,72,82,93,100,111,90,704,790,900,1000,1101,902,101,486,5450,Estimation directe
B3000,2022,Agglomération de Nîmes,,,,,Appart 1P,100,118,133,151,164,130,296,326,360,420,458,372,29,1102,3278,Estimation directe
B3000,2022,Agglomération de Nîmes,,,,,Appart 2P,86,96,108,120,133,106,385,420,475,520,570,475,45,3138,10024,Estimation directe
B3000,2022,Agglomération de Nîmes,,,,,Appart 3P,75,84,94,105,113,93,480,536,600,658,725,600,65,2223,9027,Estimation directe
B3000,2022,Agglomération de Nîmes,,,,,Appart 4P+,62,71,82,92,101,81,517,581,700,800,950,720,89,836,4484,Estimation directe
B3000,2022,Agglomération de Nîmes,,,,,Ensemble 1P,100,118,133,151,164,130,296,325,360,420,458,371,29,1105,3384,Estimation directe
B3000,2022,Agglomération de Nîmes,,,,,Ensemble 2P,86,96,108,121,135,106,390,420,480,530,595,480,45,3195,10738,Estimation directe
B3000,2022,Agglomération de Nîmes,,,,,Ensemble 3P,74,84,94,105,114,93,488,540,608,681,750,614,66,2416,11230,Estimation directe
B3000,2022,Agglomération de Nîmes,,,,1. Moins de 1 an,,79,91,106,119,137,101,390,450,550,690,830,589,58,2547,,Estimation directe
B3000,2022,Agglomération de Nîmes,,,,1. Moins de 1 an,Ensemble 4P+,73,78,90,107,113,92,600,700,830,923,1130,846,92,344,,Estimation directe
B3000,2022,Agglomération de Nîmes,,,,1. Moins de 1 an,Ensemble 1P,101,125,137,152,162,131,300,335,383,425,500,387,30,426,,Estimation directe
B3000,2022,Agglomération de Nîmes,,,,1. Moins de 1 an,Ensemble 2P,89,99,111,125,137,110,393,430,480,540,595,484,44,1070,,Estimation directe
B3000,2022,Agglomération de Nîmes,,,,1. Moins de 1 an,Ensemble 3P,76,87,99,111,116,96,520,575,630,704,753,638,66,707,,Estimation directe
B3000,2022,Agglomération de Nîmes,,,,2. 1 an et plus,,72,83,95,109,126,92,395,475,580,745,909,621,67,5491,,Estimation directe
B3000,2022,Agglomération de Nîmes,,,,2. 1 an et plus,Ensemble 4P+,67,76,87,95,103,85,563,678,808,930,1050,818,96,978,,Estimation directe
B3000,2022,Agglomération de Nîmes,,,,2. 1 an et plus,Ensemble 1P,100,115,131,150,167,129,291,320,355,408,450,362,28,679,,Estimation directe
B3000,2022,Agglomération de Nîmes,,,,2. 1 an et plus,Ensemble 2P,85,94,105,118,133,104,385,420,479,528,584,478,46,2125,,Estimation directe
B3000,2022,Agglomération de Nîmes,,,,2. 1 an et plus,Ensemble 3P,73,82,93,103,113,91,480,534,600,667,742,603,66,1709,,Estimation directe
B3000,2022,Agglomération de Nîmes,,,1. Avant 1946,,,72,83,98,111,133,92,362,430,530,650,775,554,60,2771,7416,Estimation directe
B3000,2022,Agglomération de Nîmes,,,1. Avant 1946,,Ensemble 4P+,60,71,80,93,100,79,580,650,765,850,981,773,98,337,1713,Estimation directe
B3000,2022,Agglomération de Nîmes,,,1. Avant 1946,,Ensemble 1P,90,107,125,145,161,122,278,310,360,400,450,364,30,471,734,Estimation directe
B3000,2022,Agglomération de Nîmes,,,1. Avant 1946,,Ensemble 2P,82,93,104,120,138,103,370,408,458,510,600,466,45,1136,2648,Estimation directe
B3000,2022,Agglomération de Nîmes,,,1. Avant 1946,,Ensemble 3P,71,81,92,103,114,91,454,528,590,650,703,590,65,827,2322,Estimation directe
B3000,2022,Agglomération de Nîmes,,,1. Avant 1946,1. Moins de 1 an,,76,86,102,116,138,97,370,430,526,622,750,549,57,963,,Estimation directe
B3000,2022,Agglomération de Nîmes,,,1. Avant 1946,2. 1 an et plus,,70,81,96,108,129,90,360,426,530,650,775,557,62,1808,,Estimation directe
B3000,2022,Agglomération de Nîmes,,,2. Entre 1946-1970,,,71,81,91,106,122,90,400,458,545,645,808,576,64,1118,8084,Estimation directe
B3000,2022,Agglomération de Nîmes,,,2. Entre 1946-1970,,Ensemble 4P+,67,73,84,90,100,82,500,555,700,841,963,715,87,302,2386,Estimation directe
B3000,2022,Agglomération de Nîmes,,,2. Entre 1946-1970,,Ensemble 1P,97,120,139,150,165,134,330,342,403,420,450,390,29,89,633,Estimation directe
B3000,2022,Agglomération de Nîmes,,,2. Entre 1946-1970,,Ensemble 2P,84,92,101,118,126,102,372,406,450,485,550,453,44,279,2127,Estimation directe
B3000,2022,Agglomération de Nîmes,,,2. Entre 1946-1970,,Ensemble 3P,71,82,90,100,114,89,480,510,557,620,700,574,64,448,2939,Estimation directe
B3000,2022,Agglomération de Nîmes,,,2. Entre 1946-1970,1. Moins de 1 an,,75,85,95,117,126,95,395,450,550,645,720,566,59,322,,Estimation directe
B3000,2022,Agglomération de Nîmes,,,2. Entre 1946-1970,2. 1 an et plus,,71,79,89,102,120,88,400,470,540,641,824,579,65,796,,Estimation directe
B3000,2022,Agglomération de Nîmes,,,3. Entre 1971-1990,,,69,84,98,114,136,93,374,447,550,700,889,598,64,1122,7854,Estimation directe
B3000,2022,Agglomération de Nîmes,,,3. Entre 1971-1990,,Ensemble 4P+,62,69,84,95,107,83,550,581,729,941,1128,779,93,245,2382,Estimation directe
B3000,2022,Agglomération de Nîmes,,,3. Entre 1971-1990,,Ensemble 1P,114,130,143,154,167,138,310,334,350,400,420,364,26,254,1096,Estimation directe
B3000,2022,Agglomération de Nîmes,,,3. Entre 1971-1990,,Ensemble 2P,85,94,108,119,125,105,400,419,465,518,613,481,46,385,2167,Estimation directe
B3000,2022,Agglomération de Nîmes,,,3. Entre 1971-1990,,Ensemble 3P,73,84,95,106,113,92,504,550,616,714,767,625,68,238,2209,Estimation directe
B3000,2022,Agglomération de Nîmes,,,3. Entre 1971-1990,1. Moins de 1 an,,84,91,108,124,147,104,370,440,540,690,788,582,56,296,,Estimation directe
B3000,2022,Agglomération de Nîmes,,,3. Entre 1971-1990,2. 1 an et plus,,67,78,94,111,129,90,379,450,560,700,915,604,67,826,,Estimation directe
B3000,2022,Agglomération de Nîmes,,,4. Entre 1991-2005,,,81,92,98,112,134,98,443,528,700,885,1050,712,73,1220,6394,Estimation directe
B3000,2022,Agglomération de Nîmes,,,4. Entre 1991-2005,,Ensemble 4P+,80,89,95,100,107,93,707,808,900,1050,1050,921,99,214,1909,Estimation directe
B3000,2022,Agglomération de Nîmes,,,4. Entre 1991-2005,,Ensemble 1P,120,131,152,159,173,141,320,329,418,460,473,401,28,143,633,Estimation directe
B3000,2022,Agglomération de Nîmes,,,4. Entre 1991-2005,,Ensemble 2P,94,101,112,128,135,112,406,463,508,540,556,498,44,521,1930,Estimation directe
B3000,2022,Agglomération de Nîmes,,,4. Entre 1991-2005,,Ensemble 3P,76,84,94,107,112,93,572,591,650,725,819,667,71,342,1922,Estimation directe
B3000,2022,Agglomération de Nîmes,,,4. Entre 1991-2005,1. Moins de 1 an,,86,95,110,128,138,104,400,487,591,785,880,634,61,353,,Estimation directe
B3000,2022,Agglomération de Nîmes,,,4. Entre 1991-2005,2. 1 an et plus,,81,90,95,107,125,96,460,540,720,900,1050,738,77,867,,Estimation directe
B3000,2022,Agglomération de Nîmes,,,5. Après 2005,,,82,92,103,114,125,99,454,524,650,798,900,678,69,1807,5538,Estimation directe
B3000,2022,Agglomération de Nîmes,,,5. Après 2005,,Ensemble 4P+,79,82,90,101,113,91,727,790,900,945,1100,888,98,224,1544,Estimation directe
B3000,2022,Agglomération de Nîmes,,,5. Après 2005,,Ensemble 1P,109,116,130,137,145,126,268,320,350,410,430,357,28,148,289,Estimation directe
B3000,2022,Agglomération de Nîmes,,,5. Après 2005,,Ensemble 2P,99,104,114,122,133,113,430,477,513,545,572,510,45,874,1867,Estimation directe
B3000,2022,Agglomération de Nîmes,,,5. Après 2005,,Ensemble 3P,85,94,102,112,123,101,561,621,670,720,770,666,66,561,1838,Estimation directe
B3000,2022,Agglomération de Nîmes,,,5. Après 2005,1. Moins de 1 an,,94,101,112,119,133,107,440,500,640,750,900,661,62,613,,Estimation directe
B3000,2022,Agglomération de Nîmes,,,5. Après 2005,2. 1 an et plus,,81,85,100,114,125,96,461,528,650,812,917,684,71,1194,,Estimation directe
B3000,2022,Agglomération de Nîmes,,Maison,,,,72,82,94,104,119,91,575,690,824,930,1050,823,90,739,8473,Estimation directe
B3000,2022,Agglomération de Nîmes,,Maison,,,Maison 1-3P,71,80,100,117,135,95,490,550,620,720,808,645,68,253,3024,Estimation directe
B3000,2022,Agglomération de Nîmes,,Maison,,,Maison 4P+,72,82,93,100,111,90,704,790,900,1000,1101,902,101,486,5450,Estimation directe
B3000,2022,Agglomération de Nîmes,,Maison,,1. Moins de 1 an,,75,88,103,113,126,98,556,650,780,900,1022,795,81,220,,Estimation directe
B3000,2022,Agglomération de Nîmes,,Maison,,1. Moins de 1 an,Maison 1-3P,71,85,103,124,130,98,540,595,680,720,800,662,68,92,,Estimation directe
B3000,2022,Agglomération de Nîmes,,Maison,,1. Moins de 1 an,Maison 4P+,77,90,103,113,121,99,751,830,900,984,1130,933,94,128,,Estimation directe
B3000,2022,Agglomération de Nîmes,,Maison,,2. 1 an et plus,,72,81,92,100,113,89,575,700,841,950,1050,831,93,519,,Estimation directe
B3000,2022,Agglomération de Nîmes,,Maison,,2. 1 an et plus,Maison 1-3P,63,76,100,113,139,94,490,540,600,706,808,635,68,161,,Estimation directe
B3000,2022,Agglomération de Nîmes,,Maison,,2. 1 an et plus,Maison 4P+,72,81,92,97,105,88,700,790,889,1000,1100,896,102,358,,Estimation directe
B3000,2022,Agglomération de Nîmes,,Maison,1. Avant 1946,,,62,72,86,100,113,83,490,600,680,850,1000,728,88,216,1548,Estimation directe
B3000,2022,Agglomération de Nîmes,,Maison,1. Avant 1946,,Maison 1-3P,56,76,99,104,134,90,413,500,600,670,808,612,68,121,803,Estimation directe
B3000,2022,Agglomération de Nîmes,,Maison,1. Avant 1946,,Maison 4P+,62,72,78,91,100,79,650,720,813,891,1150,845,107,95,745,Estimation directe
B3000,2022,Agglomération de Nîmes,,Maison,1. Avant 1946,1. Moins de 1 an,,70,76,90,103,108,89,548,603,680,780,950,706,79,74,,Estimation directe
B3000,2022,Agglomération de Nîmes,,Maison,1. Avant 1946,2. 1 an et plus,,58,72,80,100,115,81,490,600,680,850,1000,735,90,142,,Estimation directe
B3000,2022,Agglomération de Nîmes,,Maison,2. Entre 1946-1970,,,71,83,88,100,118,90,540,605,770,889,950,765,85,84,1516,Estimation directe
B3000,2022,Agglomération de Nîmes,,Maison,2. Entre 1946-1970,,Maison 1-3P,,,,,,,,,,,,,,29,,Estimation directe
B3000,2022,Agglomération de Nîmes,,Maison,2. Entre 1946-1970,,Maison 4P+,71,80,93,100,117,89,709,800,849,930,1016,871,98,55,839,Estimation directe
B3000,2022,Agglomération de Nîmes,,Maison,2. Entre 1946-1970,1. Moins de 1 an,,,,,,,,,,,,,,,22,,Estimation directe
B3000,2022,Agglomération de Nîmes,,Maison,2. Entre 1946-1970,2. 1 an et plus,,71,80,88,100,121,89,560,700,781,883,930,770,87,62,,Estimation directe
B3000,2022,Agglomération de Nîmes,,Maison,3. Entre 1971-1990,,,55,85,99,113,124,91,550,690,790,990,1128,828,91,117,1912,Estimation directe
B3000,2022,Agglomération de Nîmes,,Maison,3. Entre 1971-1990,,Maison 1-3P,,,,,,,,,,,,,,30,,Estimation directe
B3000,2022,Agglomération de Nîmes,,Maison,3. Entre 1971-1990,,Maison 4P+,55,81,93,107,127,88,600,817,975,1117,1130,926,105,87,1355,Estimation directe
B3000,2022,Agglomération de Nîmes,,Maison,3. Entre 1971-1990,1. Moins de 1 an,,,,,,,,,,,,,,,30,,Estimation directe
B3000,2022,Agglomération de Nîmes,,Maison,3. Entre 1971-1990,2. 1 an et plus,,55,69,94,111,117,87,550,616,841,990,1128,829,96,87,,Estimation directe
B3000,2022,Agglomération de Nîmes,,Maison,4. Entre 1991-2005,,,76,88,95,100,108,93,700,780,885,1050,1050,884,95,173,1987,Estimation directe
B3000,2022,Agglomération de Nîmes,,Maison,4. Entre 1991-2005,,Maison 1-3P,,,,,,,,,,,,,,33,,Estimation directe
B3000,2022,Agglomération de Nîmes,,Maison,4. Entre 1991-2005,,Maison 4P+,81,90,95,100,105,94,733,808,900,1050,1050,919,98,140,1401,Estimation directe
B3000,2022,Agglomération de Nîmes,,Maison,4. Entre 1991-2005,1. Moins de 1 an,,,,,,,,,,,,,,,40,,Estimation directe
B3000,2022,Agglomération de Nîmes,,Maison,4. Entre 1991-2005,2. 1 an et plus,,80,88,95,97,105,93,700,780,898,1050,1050,899,97,133,,Estimation directe
B3000,2022,Agglomération de Nîmes,,Maison,5. Après 2005,,,82,83,96,108,120,96,650,770,881,900,1100,861,90,149,1510,Estimation directe
B3000,2022,Agglomération de Nîmes,,Maison,5. Après 2005,,Maison 1-3P,,,,,,,,,,,,,,40,,Estimation directe
B3000,2022,Agglomération de Nîmes,,Maison,5. Après 2005,,Maison 4P+,81,82,92,103,113,93,790,826,900,950,1100,913,98,109,1109,Estimation directe
B3000,2022,Agglomération de Nîmes,,Maison,5. Après 2005,1. Moins de 1 an,,98,103,110,113,124,107,720,745,900,900,995,861,80,54,,Estimation directe
B3000,2022,Agglomération de Nîmes,,Maison,5. Après 2005,2. 1 an et plus,,81,82,92,103,120,93,650,790,881,939,1100,861,93,95,,Estimation directe
B3000,2022,Agglomération de Nîmes,,Appartement,,,,75,86,100,115,133,96,374,440,524,630,729,545,57,7299,26813,Estimation directe
B3000,2022,Agglomération de Nîmes,,Appartement,,,Appart 1P,100,118,133,151,164,130,296,326,360,420,458,372,29,1102,3278,Estimation directe
B3000,2022,Agglomération de Nîmes,,Appartement,,,Appart 2P,86,96,108,120,133,106,385,420,475,520,570,475,45,3138,10024,Estimation directe
B3000,2022,Agglomération de Nîmes,,Appartement,,,Appart 3P,75,84,94,105,113,93,480,536,600,658,725,600,65,2223,9027,Estimation directe
B3000,2022,Agglomération de Nîmes,,Appartement,,,Appart 4P+,62,71,82,92,101,81,517,581,700,800,950,720,89,836,4484,Estimation directe
B3000,2022,Agglomération de Nîmes,,Appartement,,1. Moins de 1 an,,80,91,107,121,140,102,375,440,520,620,720,540,53,2327,,Estimation directe
B3000,2022,Agglomération de Nîmes,,Appartement,,1. Moins de 1 an,Appart 1P,101,125,137,152,162,131,300,335,383,430,500,387,30,424,,Estimation directe
B3000,2022,Agglomération de Nîmes,,Appartement,,1. Moins de 1 an,Appart 2P,89,98,110,124,135,109,391,430,480,520,590,480,44,1042,,Estimation directe
B3000,2022,Agglomération de Nîmes,,Appartement,,1. Moins de 1 an,Appart 3P,79,89,98,112,116,97,505,550,615,683,730,620,64,645,,Estimation directe
B3000,2022,Agglomération de Nîmes,,Appartement,,1. Moins de 1 an,Appart 4P+,69,76,82,89,105,83,550,622,700,819,995,752,90,216,,Estimation directe
B3000,2022,Agglomération de Nîmes,,Appartement,,2. 1 an et plus,,73,85,98,112,130,94,373,444,530,630,740,547,58,4972,,Estimation directe
B3000,2022,Agglomération de Nîmes,,Appartement,,2. 1 an et plus,Appart 1P,100,115,131,150,167,129,290,320,355,409,450,362,28,678,,Estimation directe
B3000,2022,Agglomération de Nîmes,,Appartement,,2. 1 an et plus,Appart 2P,85,94,106,118,131,105,381,417,473,520,565,471,45,2096,,Estimation directe
B3000,2022,Agglomération de Nîmes,,Appartement,,2. 1 an et plus,Appart 3P,73,83,93,103,111,91,475,529,597,650,720,591,65,1578,,Estimation directe
B3000,2022,Agglomération de Nîmes,,Appartement,,2. 1 an et plus,Appart 4P+,61,71,82,92,100,80,500,570,696,800,950,712,89,620,,Estimation directe
B3000,2022,Agglomération de Nîmes,,Appartement,1. Avant 1946,,,75,86,100,113,134,95,355,415,500,603,700,519,55,2555,5868,Estimation directe
B3000,2022,Agglomération de Nîmes,,Appartement,1. Avant 1946,,Appart 1P,90,107,125,145,161,122,278,310,360,400,450,364,30,468,706,Estimation directe
B3000,2022,Agglomération de Nîmes,,Appartement,1. Avant 1946,,Appart 2P,82,93,104,120,139,105,370,405,450,500,593,462,44,1105,2424,Estimation directe
B3000,2022,Agglomération de Nîmes,,Appartement,1. Avant 1946,,Appart 3P,73,83,92,103,112,91,450,520,580,640,688,575,63,740,1771,Estimation directe
B3000,2022,Agglomération de Nîmes,,Appartement,1. Avant 1946,,Appart 4P+,57,71,81,94,103,79,517,627,700,775,858,716,91,242,968,Estimation directe
B3000,2022,Agglomération de Nîmes,,Appartement,1. Avant 1946,1. Moins de 1 an,,78,88,104,119,143,99,370,425,501,600,700,525,53,889,,Estimation directe
B3000,2022,Agglomération de Nîmes,,Appartement,1. Avant 1946,2. 1 an et plus,,73,85,98,109,130,93,350,406,500,610,700,516,55,1666,,Estimation directe
B3000,2022,Agglomération de Nîmes,,Appartement,2. Entre 1946-1970,,,71,80,91,107,124,90,390,450,520,600,720,546,61,1034,6568,Estimation directe
B3000,2022,Agglomération de Nîmes,,Appartement,2. Entre 1946-1970,,Appart 1P,97,120,139,150,165,134,330,342,403,420,450,390,29,89,599,Estimation directe
B3000,2022,Agglomération de Nîmes,,Appartement,2. Entre 1946-1970,,Appart 2P,84,91,101,118,124,102,380,406,450,482,550,452,44,274,1968,Estimation directe
B3000,2022,Agglomération de Nîmes,,Appartement,2. Entre 1946-1970,,Appart 3P,71,82,91,100,114,89,467,500,550,610,683,563,63,424,2455,Estimation directe
B3000,2022,Agglomération de Nîmes,,Appartement,2. Entre 1946-1970,,Appart 4P+,65,73,80,87,93,80,500,527,607,731,950,664,83,247,1546,Estimation directe
B3000,2022,Agglomération de Nîmes,,Appartement,2. Entre 1946-1970,1. Moins de 1 an,,75,85,94,117,130,95,372,450,550,640,718,548,57,300,,Estimation directe
B3000,2022,Agglomération de Nîmes,,Appartement,2. Entre 1946-1970,2. 1 an et plus,,70,79,90,103,120,88,390,450,518,600,720,546,62,734,,Estimation directe
B3000,2022,Agglomération de Nîmes,,Appartement,3. Entre 1971-1990,,,71,84,98,117,143,94,355,420,520,630,736,542,58,1005,5942,Estimation directe
B3000,2022,Agglomération de Nîmes,,Appartement,3. Entre 1971-1990,,Appart 1P,114,130,143,154,167,138,310,334,350,400,420,364,26,254,1075,Estimation directe
B3000,2022,Agglomération de Nîmes,,Appartement,3. Entre 1971-1990,,Appart 2P,85,94,106,118,125,104,396,412,450,511,552,467,45,380,2028,Estimation directe
B3000,2022,Agglomération de Nîmes,,Appartement,3. Entre 1971-1990,,Appart 3P,75,82,95,105,112,93,480,543,596,660,730,605,65,213,1812,Estimation directe
B3000,2022,Agglomération de Nîmes,,Appartement,3. Entre 1971-1990,,Appart 4P+,67,69,82,92,95,80,550,570,639,772,915,692,87,158,1027,Estimation directe
B3000,2022,Agglomération de Nîmes,,Appartement,3. Entre 1971-1990,1. Moins de 1 an,,84,92,108,124,150,104,360,404,502,600,720,520,50,266,,Estimation directe
